team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NSH,2023,NSH,NSH,Team Level,5on5,62,0.51,0.51,0.51,177546.0,1526.2,129.77,99.42,388.33,51.83,818.24,612.42,124.94,131.29,126.33,1442.0,658.0,849.0,2949.0,119.0,145.0,21.0,309.0,6.0,727.0,794.0,1323.0,1981.0,202.0,473.0,1314.0,1560.0,393.0,483.0,1580.0,394.0,126.0,43.91,50.09,35.77,45.0,45.0,29.0,2977.13,2100.0,2121.18,289.0,20.7,27.85,28.39,122.07,123.08,120.92,1498.5,123.13,95.49,379.58,51.69,797.89,604.22,118.96,123.84,119.66,1462.0,590.0,835.0,2887.0,118.0,139.0,15.0,306.0,3.0,747.0,739.0,1344.0,1934.0,218.0,503.0,1312.0,1359.0,392.0,548.0,1563.0,363.0,126.0,42.95,45.33,34.84,52.0,44.0,22.0,2889.32,2052.0,2052.22,334.0,19.84,26.79,27.19,115.78,116.64,114.92
NSH,2023,NSH,NSH,Team Level,4on5,62,0.15,0.13,0.15,18096.0,48.16,5.74,2.65,7.31,1.57,14.24,31.49,5.57,5.74,5.57,48.0,15.0,10.0,73.0,6.0,7.0,1.0,1.0,1.0,11.0,37.0,42.0,57.0,10.0,18.0,125.0,64.0,43.0,25.0,37.0,19.0,7.0,1.14,2.17,2.42,2.0,3.0,1.0,73.0,63.0,63.0,22.0,0.61,1.77,1.77,4.57,4.57,4.56,264.7,33.64,24.22,57.33,9.2,152.82,81.79,31.24,33.64,31.24,263.0,96.0,131.0,490.0,41.0,42.0,3.0,39.0,1.0,133.0,103.0,222.0,318.0,11.0,24.0,183.0,18.0,15.0,47.0,259.0,53.0,47.0,7.35,6.12,20.16,6.0,10.0,25.0,490.0,359.0,359.0,5.0,6.35,7.34,7.04,32.95,32.95,31.34
NSH,2023,NSH,NSH,Team Level,5on4,62,0.88,0.89,0.86,19967.0,314.08,34.33,29.23,66.44,10.75,193.37,100.87,32.26,34.33,32.26,307.0,128.0,171.0,606.0,39.0,38.0,8.0,57.0,1.0,174.0,126.0,268.0,396.0,16.0,32.0,193.0,20.0,8.0,60.0,318.0,76.0,41.0,8.47,9.04,16.81,10.0,8.0,21.0,606.0,435.0,435.0,6.0,7.42,9.04,8.76,32.99,32.99,31.87,51.83,4.56,2.31,7.66,1.58,15.58,36.31,4.49,4.56,4.49,60.0,8.0,6.0,74.0,3.0,2.0,0.0,7.0,0.0,8.0,48.0,57.0,65.0,8.0,18.0,170.0,77.0,46.0,27.0,54.0,7.0,7.0,1.38,0.92,2.26,0.0,1.0,2.0,74.0,68.0,68.0,25.0,0.54,0.36,0.36,4.74,4.74,4.72
PHI,2023,PHI,PHI,Team Level,other,62,0.46,0.45,0.46,8105.0,116.58,23.79,7.76,23.46,3.94,58.32,40.73,22.44,23.79,22.44,117.0,41.0,53.0,211.0,20.0,13.0,2.0,16.0,0.0,50.0,59.0,97.0,138.0,7.0,14.0,102.0,25.0,20.0,13.0,95.0,30.0,33.0,3.57,3.81,16.41,3.0,2.0,15.0,211.0,158.0,158.0,8.0,2.22,4.36,4.31,21.7,21.7,20.76,138.91,27.53,9.73,26.31,4.56,70.53,46.34,24.57,27.53,24.57,125.0,60.0,78.0,263.0,28.0,15.0,5.0,16.0,0.0,79.0,47.0,97.0,157.0,4.0,8.0,104.0,17.0,32.0,23.0,102.0,50.0,33.0,4.24,6.25,17.04,7.0,4.0,17.0,263.0,185.0,185.0,11.0,2.78,5.01,4.95,25.35,25.35,24.05
PHI,2023,PHI,PHI,Team Level,all,62,0.5,0.51,0.53,226104.0,2099.06,182.39,140.14,521.12,71.16,1129.85,839.34,175.58,183.48,176.61,2072.0,812.0,1064.0,3948.0,185.0,198.0,23.0,433.0,1.0,973.0,1094.0,1887.0,2699.0,238.0,539.0,1761.0,1442.0,380.0,379.0,2223.0,459.0,202.0,59.89,57.1,65.41,73.0,62.0,50.0,3952.64,2884.0,2887.94,238.0,30.93,39.73,39.73,173.6,174.39,170.88,1835.8,179.29,123.61,443.83,62.46,987.62,731.19,169.61,179.38,169.68,1720.0,808.0,1217.0,3745.0,182.0,187.0,27.0,326.0,8.0,891.0,934.0,1538.0,2346.0,247.0,548.0,1810.0,1280.0,389.0,549.0,1881.0,454.0,193.0,52.75,58.04,68.5,75.0,57.0,50.0,3738.13,2528.0,2528.07,303.0,27.59,40.7,41.27,165.61,165.77,161.19
PHI,2023,PHI,PHI,Team Level,5on5,62,0.51,0.51,0.54,179913.0,1621.72,124.52,102.78,421.98,55.24,871.37,652.11,120.63,125.61,121.64,1581.0,647.0,840.0,3068.0,129.0,147.0,13.0,358.0,1.0,750.0,843.0,1452.0,2099.0,206.0,475.0,1345.0,1335.0,289.0,308.0,1745.0,362.0,121.0,45.16,45.16,34.21,56.0,52.0,21.0,3072.64,2228.0,2231.94,199.0,21.31,27.27,27.55,118.28,119.08,117.29,1403.03,118.0,89.57,355.3,47.66,753.37,569.09,114.36,118.09,114.42,1316.0,617.0,965.0,2898.0,128.0,139.0,17.0,269.0,4.0,667.0,726.0,1188.0,1805.0,218.0,490.0,1384.0,1196.0,308.0,438.0,1470.0,345.0,118.0,40.6,44.61,32.8,60.0,49.0,19.0,2891.13,1933.0,1933.07,251.0,18.62,27.26,27.26,109.35,109.52,107.98
PHI,2023,PHI,PHI,Team Level,4on5,62,0.23,0.19,0.25,18690.0,84.3,8.55,4.51,12.69,2.63,26.7,57.92,8.44,8.55,8.44,97.0,16.0,8.0,121.0,14.0,5.0,2.0,6.0,0.0,20.0,68.0,83.0,99.0,7.0,14.0,138.0,61.0,50.0,30.0,82.0,17.0,14.0,2.61,2.34,3.6,6.0,4.0,4.0,121.0,113.0,113.0,28.0,1.03,1.26,1.31,8.27,8.27,8.23,237.95,29.09,21.3,53.42,8.34,144.79,76.05,26.09,29.09,26.09,213.0,120.0,168.0,501.0,23.0,29.0,5.0,39.0,4.0,131.0,107.0,190.0,310.0,19.0,38.0,184.0,18.0,16.0,57.0,247.0,51.0,35.0,6.05,6.2,16.84,6.0,4.0,13.0,501.0,333.0,333.0,11.0,5.5,7.65,8.28,26.31,26.31,24.59
PHI,2023,PHI,PHI,Team Level,5on4,62,0.85,0.87,0.83,19396.0,276.47,25.53,25.09,62.98,9.35,173.47,88.59,24.08,25.53,24.08,277.0,108.0,163.0,548.0,22.0,33.0,6.0,53.0,0.0,153.0,124.0,255.0,363.0,18.0,36.0,176.0,21.0,21.0,28.0,301.0,50.0,34.0,8.54,5.78,11.2,8.0,4.0,10.0,548.0,385.0,385.0,3.0,6.37,6.83,6.56,25.35,25.35,24.61,55.91,4.67,3.0,8.79,1.9,18.92,39.71,4.6,4.67,4.6,66.0,11.0,6.0,83.0,3.0,4.0,0.0,2.0,0.0,14.0,54.0,63.0,74.0,6.0,12.0,138.0,49.0,33.0,31.0,62.0,8.0,7.0,1.86,0.98,1.82,2.0,0.0,1.0,83.0,77.0,77.0,30.0,0.7,0.77,0.77,4.6,4.6,4.56
SJS,2023,SJS,SJS,Team Level,other,60,0.39,0.43,0.42,7502.0,87.91,17.48,6.25,16.6,2.95,45.98,29.73,15.84,17.48,15.84,77.0,42.0,55.0,174.0,16.0,8.0,4.0,10.0,0.0,53.0,32.0,61.0,103.0,5.0,10.0,89.0,17.0,13.0,12.0,63.0,26.0,30.0,2.46,3.23,11.79,3.0,2.0,11.0,174.0,119.0,119.0,4.0,1.86,2.73,2.73,16.61,16.61,15.29,118.84,26.95,8.7,20.81,3.97,65.73,39.84,24.49,26.95,24.49,108.0,58.0,68.0,234.0,25.0,11.0,4.0,21.0,1.0,55.0,53.0,83.0,141.0,8.0,16.0,99.0,30.0,16.0,15.0,83.0,41.0,42.0,3.62,5.04,18.29,4.0,4.0,17.0,234.0,166.0,166.0,6.0,2.52,3.05,3.05,26.42,26.42,24.14
SJS,2023,SJS,SJS,Team Level,all,60,0.4,0.42,0.42,218468.0,1629.26,151.92,111.2,401.14,56.82,882.51,649.42,145.44,150.0,143.6,1529.0,724.0,949.0,3202.0,128.0,187.0,16.0,288.0,2.0,778.0,870.0,1401.0,2125.0,228.0,502.0,1710.0,1401.0,371.0,327.0,1685.0,387.0,181.0,46.35,48.76,56.81,53.0,42.0,33.0,3138.18,2253.0,2220.94,175.0,24.62,35.07,35.07,141.47,139.92,135.94,2233.72,230.93,158.67,519.39,74.77,1238.81,873.43,218.3,234.87,222.0,2126.0,970.0,1242.0,4338.0,230.0,239.0,36.0,468.0,7.0,1148.0,1004.0,1896.0,2866.0,182.0,406.0,1738.0,1078.0,428.0,416.0,2253.0,576.0,267.0,68.58,70.58,91.78,90.0,77.0,63.0,4465.52,3096.0,3162.71,189.0,35.31,52.31,52.35,213.89,217.31,209.87
SJS,2023,SJS,SJS,Team Level,5on5,60,0.42,0.43,0.43,178576.0,1313.72,110.43,85.95,336.28,45.79,710.4,528.15,106.52,108.5,104.69,1238.0,579.0,782.0,2599.0,85.0,155.0,10.0,248.0,2.0,612.0,715.0,1153.0,1732.0,204.0,454.0,1336.0,1343.0,308.0,284.0,1394.0,302.0,121.0,38.16,38.5,33.77,42.0,32.0,11.0,2535.18,1817.0,1784.93,155.0,17.84,28.35,28.42,99.85,98.3,96.45,1732.18,154.35,116.85,422.22,58.09,958.15,697.34,147.01,158.29,150.72,1656.0,751.0,988.0,3395.0,155.0,190.0,23.0,378.0,6.0,900.0,778.0,1501.0,2252.0,160.0,362.0,1351.0,1002.0,368.0,353.0,1822.0,422.0,163.0,55.33,51.93,47.09,78.0,58.0,19.0,3522.52,2407.0,2473.71,169.0,24.27,40.41,40.46,138.16,141.59,138.72
SJS,2023,SJS,SJS,Team Level,4on5,60,0.07,0.1,0.12,18675.0,45.57,3.22,2.23,6.85,1.43,15.22,33.04,3.22,3.22,3.22,51.0,11.0,4.0,66.0,3.0,0.0,0.0,3.0,0.0,17.0,39.0,48.0,59.0,8.0,16.0,160.0,30.0,38.0,13.0,51.0,7.0,4.0,1.29,0.89,1.04,3.0,0.0,0.0,66.0,62.0,62.0,13.0,0.51,0.0,0.0,3.73,3.73,3.72,327.0,44.05,30.37,67.66,10.92,197.1,97.9,41.41,44.05,41.41,302.0,146.0,173.0,621.0,45.0,31.0,7.0,64.0,0.0,186.0,122.0,257.0,403.0,12.0,24.0,184.0,10.0,12.0,32.0,293.0,101.0,54.0,7.89,12.0,24.15,6.0,13.0,26.0,621.0,448.0,448.0,2.0,7.89,7.34,7.34,44.6,44.6,42.38
SJS,2023,SJS,SJS,Team Level,5on4,60,0.79,0.8,0.77,13715.0,182.05,20.8,16.76,41.4,6.65,110.91,58.49,19.86,20.8,19.86,163.0,92.0,108.0,363.0,24.0,24.0,2.0,27.0,0.0,96.0,84.0,139.0,231.0,11.0,22.0,125.0,11.0,12.0,18.0,177.0,52.0,26.0,4.44,6.14,10.21,5.0,8.0,11.0,363.0,255.0,255.0,3.0,4.4,3.99,3.92,21.28,21.28,20.48,55.69,5.59,2.74,8.7,1.79,17.83,38.35,5.39,5.59,5.39,60.0,15.0,13.0,88.0,5.0,7.0,2.0,5.0,0.0,7.0,51.0,55.0,70.0,2.0,4.0,104.0,36.0,32.0,16.0,55.0,12.0,8.0,1.73,1.61,2.25,2.0,2.0,1.0,88.0,75.0,75.0,12.0,0.63,1.51,1.51,4.71,4.71,4.63
DAL,2023,DAL,DAL,Team Level,other,63,0.52,0.47,0.47,7653.0,113.98,25.58,8.64,20.3,3.93,62.51,36.04,23.83,25.58,23.83,100.0,57.0,61.0,218.0,25.0,14.0,2.0,16.0,0.0,49.0,53.0,75.0,132.0,6.0,12.0,101.0,20.0,13.0,18.0,74.0,41.0,42.0,2.98,4.95,17.66,6.0,5.0,14.0,218.0,157.0,157.0,11.0,2.46,5.45,5.45,22.6,22.6,21.74,130.05,23.79,9.39,25.69,4.83,72.13,42.16,22.55,23.79,22.55,124.0,54.0,65.0,243.0,26.0,16.0,5.0,14.0,0.0,67.0,55.0,98.0,152.0,2.0,4.0,99.0,24.0,16.0,20.0,100.0,42.0,36.0,3.91,5.17,14.7,4.0,6.0,16.0,243.0,178.0,178.0,7.0,2.77,4.31,4.31,22.25,22.25,21.28
DAL,2023,DAL,DAL,Team Level,all,63,0.53,0.52,0.51,230118.0,2067.59,205.65,141.26,499.65,71.31,1121.59,813.53,196.54,206.85,197.73,1957.0,896.0,1166.0,4019.0,222.0,216.0,30.0,370.0,11.0,978.0,1056.0,1735.0,2631.0,196.0,421.0,2024.0,1118.0,417.0,522.0,2078.0,544.0,231.0,61.2,66.72,77.74,83.0,67.0,72.0,4052.05,2853.0,2871.81,230.0,31.48,47.11,47.18,189.95,191.33,186.77,1978.45,181.08,129.09,482.92,66.07,1068.9,783.92,174.24,181.03,174.19,1872.0,840.0,1034.0,3746.0,188.0,170.0,31.0,435.0,8.0,918.0,993.0,1684.0,2524.0,184.0,390.0,1718.0,1618.0,454.0,496.0,2040.0,473.0,199.0,55.81,58.22,67.05,63.0,66.0,59.0,3723.08,2712.0,2701.93,236.0,28.8,37.2,37.2,172.67,172.67,168.54
DAL,2023,DAL,DAL,Team Level,5on5,63,0.53,0.52,0.52,189059.0,1638.14,135.83,105.76,415.37,56.45,892.11,664.49,130.79,137.02,131.97,1544.0,726.0,962.0,3232.0,148.0,152.0,17.0,319.0,9.0,786.0,856.0,1396.0,2122.0,163.0,353.0,1619.0,1022.0,350.0,455.0,1739.0,402.0,129.0,51.49,49.22,35.13,73.0,46.0,29.0,3265.05,2270.0,2288.82,202.0,21.99,29.88,29.95,127.87,129.26,126.96,1531.18,120.06,92.99,394.42,51.12,817.55,622.86,116.09,120.01,116.03,1422.0,677.0,834.0,2933.0,127.0,131.0,20.0,358.0,5.0,695.0,783.0,1295.0,1972.0,167.0,356.0,1331.0,1528.0,378.0,409.0,1641.0,335.0,123.0,43.33,41.66,35.07,51.0,50.0,26.0,2910.08,2099.0,2088.93,206.0,19.29,25.66,25.66,113.69,113.69,111.9
DAL,2023,DAL,DAL,Team Level,4on5,63,0.18,0.14,0.16,17048.0,55.88,7.22,2.83,7.61,1.61,16.25,35.48,7.07,7.22,7.07,58.0,13.0,13.0,84.0,9.0,5.0,1.0,0.0,0.0,12.0,45.0,49.0,62.0,10.0,20.0,138.0,55.0,42.0,13.0,41.0,18.0,12.0,1.21,2.53,3.48,1.0,4.0,4.0,84.0,71.0,71.0,12.0,0.65,1.27,1.27,6.6,6.6,6.51,270.07,33.0,24.36,56.01,8.73,164.46,85.43,31.43,33.0,31.43,276.0,96.0,126.0,498.0,31.0,22.0,6.0,59.0,3.0,144.0,113.0,245.0,341.0,9.0,18.0,162.0,21.0,10.0,50.0,255.0,81.0,36.0,7.27,9.61,16.11,6.0,8.0,17.0,498.0,372.0,372.0,10.0,6.19,7.08,7.08,32.11,32.11,30.8
DAL,2023,DAL,DAL,Team Level,5on4,63,0.9,0.87,0.85,16358.0,259.59,37.03,24.04,56.37,9.32,150.72,77.51,34.84,37.03,34.84,255.0,100.0,130.0,485.0,40.0,45.0,10.0,35.0,2.0,131.0,102.0,215.0,315.0,17.0,36.0,166.0,21.0,12.0,36.0,224.0,83.0,48.0,5.52,10.03,21.47,3.0,12.0,25.0,485.0,355.0,355.0,5.0,6.37,10.52,10.52,32.88,32.88,31.57,47.14,4.23,2.34,6.8,1.39,14.77,33.47,4.18,4.23,4.18,50.0,13.0,9.0,72.0,4.0,1.0,0.0,4.0,0.0,12.0,42.0,46.0,59.0,6.0,12.0,126.0,45.0,50.0,17.0,44.0,15.0,4.0,1.29,1.78,1.17,2.0,2.0,0.0,72.0,63.0,63.0,13.0,0.54,0.14,0.14,4.63,4.63,4.57
ANA,2023,ANA,ANA,Team Level,other,61,0.41,0.47,0.47,10777.0,139.8,25.27,10.55,26.93,4.81,76.71,44.72,22.68,25.27,22.68,130.0,59.0,63.0,252.0,24.0,19.0,4.0,15.0,2.0,76.0,53.0,106.0,165.0,5.0,10.0,99.0,32.0,14.0,21.0,110.0,43.0,36.0,4.37,5.22,15.68,5.0,6.0,13.0,252.0,189.0,189.0,7.0,2.93,5.58,5.42,22.78,22.78,21.1,153.5,36.73,10.71,28.49,5.5,78.94,48.7,32.13,36.73,32.13,141.0,69.0,71.0,281.0,28.0,21.0,4.0,29.0,3.0,75.0,54.0,113.0,182.0,1.0,2.0,127.0,36.0,24.0,27.0,106.0,48.0,56.0,4.33,5.86,26.53,6.0,4.0,18.0,281.0,210.0,210.0,11.0,3.11,7.42,7.42,32.35,32.35,29.33
ANA,2023,ANA,ANA,Team Level,all,61,0.44,0.45,0.45,221140.0,1758.29,170.57,115.0,421.89,59.4,937.65,703.49,161.88,169.98,161.32,1686.0,722.0,883.0,3291.0,161.0,173.0,21.0,348.0,5.0,838.0,883.0,1525.0,2247.0,308.0,704.0,1664.0,1436.0,361.0,446.0,1797.0,400.0,211.0,50.25,50.03,70.28,47.0,52.0,62.0,3255.66,2408.0,2383.84,216.0,25.73,38.99,38.99,157.3,156.67,151.97,2117.25,214.42,146.82,500.92,71.22,1158.49,820.19,202.55,216.28,204.36,2028.0,885.0,1087.0,4000.0,215.0,212.0,25.0,407.0,10.0,1051.0,1018.0,1813.0,2698.0,258.0,595.0,1764.0,1120.0,385.0,493.0,2115.0,568.0,230.0,60.8,71.55,82.07,73.0,81.0,61.0,4053.01,2913.0,2950.87,228.0,33.16,43.64,43.64,203.89,205.7,198.19
ANA,2023,ANA,ANA,Team Level,5on5,61,0.47,0.47,0.47,171150.0,1331.11,110.76,81.52,335.66,44.94,704.44,544.67,106.33,110.18,105.77,1266.0,556.0,679.0,2501.0,97.0,133.0,13.0,273.0,3.0,616.0,700.0,1169.0,1725.0,277.0,632.0,1207.0,1330.0,304.0,363.0,1409.0,290.0,123.0,38.48,37.1,35.18,36.0,40.0,21.0,2465.66,1822.0,1797.83,176.0,16.91,29.87,30.15,97.52,96.9,95.16,1508.21,124.9,98.0,375.86,50.4,813.78,614.05,120.33,126.76,122.14,1444.0,633.0,799.0,2876.0,130.0,146.0,15.0,293.0,5.0,743.0,760.0,1314.0,1947.0,233.0,539.0,1273.0,1028.0,302.0,390.0,1581.0,379.0,117.0,44.82,48.38,31.71,52.0,60.0,18.0,2929.01,2077.0,2114.87,193.0,20.35,27.75,27.93,117.32,119.14,116.86
ANA,2023,ANA,ANA,Team Level,4on5,61,0.1,0.1,0.12,22197.0,59.87,5.47,2.92,9.41,1.93,18.75,41.52,5.36,5.47,5.36,67.0,13.0,10.0,90.0,7.0,3.0,0.0,6.0,0.0,16.0,48.0,60.0,73.0,5.0,15.0,208.0,53.0,35.0,28.0,61.0,8.0,11.0,1.56,0.89,3.02,2.0,1.0,4.0,90.0,80.0,80.0,26.0,0.69,0.52,0.52,5.63,5.63,5.55,415.93,47.91,35.97,91.2,14.09,254.02,131.8,45.28,47.91,45.28,403.0,172.0,206.0,781.0,54.0,42.0,6.0,84.0,2.0,222.0,171.0,349.0,521.0,15.0,33.0,213.0,16.0,17.0,54.0,400.0,125.0,50.0,10.83,15.06,22.0,13.0,17.0,24.0,781.0,575.0,575.0,3.0,9.21,7.81,7.62,49.5,49.5,47.29
ANA,2023,ANA,ANA,Team Level,5on4,61,0.86,0.88,0.86,17016.0,227.51,29.06,20.01,49.89,7.71,137.74,72.58,27.51,29.06,27.51,223.0,94.0,131.0,448.0,33.0,18.0,4.0,54.0,0.0,130.0,82.0,190.0,284.0,21.0,47.0,150.0,21.0,8.0,34.0,217.0,59.0,41.0,5.84,6.82,16.41,4.0,5.0,24.0,448.0,317.0,317.0,7.0,5.21,3.03,2.91,31.36,31.36,30.15,39.61,4.88,2.14,5.38,1.22,11.74,25.64,4.81,4.88,4.81,40.0,11.0,11.0,62.0,3.0,3.0,0.0,1.0,0.0,11.0,33.0,37.0,48.0,9.0,21.0,151.0,40.0,42.0,22.0,28.0,16.0,7.0,0.8,2.25,1.83,2.0,0.0,1.0,62.0,51.0,51.0,21.0,0.48,0.66,0.66,4.7,4.7,4.7
DET,2023,DET,DET,Team Level,other,61,0.53,0.53,0.5,8522.0,116.46,26.44,7.93,20.73,3.91,57.0,39.99,25.05,26.44,25.05,112.0,44.0,60.0,216.0,27.0,12.0,4.0,17.0,0.0,44.0,56.0,85.0,129.0,8.0,14.0,108.0,24.0,17.0,14.0,74.0,43.0,39.0,2.87,5.34,18.24,3.0,7.0,17.0,216.0,156.0,156.0,6.0,2.36,4.25,4.25,24.55,24.55,23.66,113.42,23.48,7.16,22.02,3.85,53.65,44.84,22.28,23.48,22.28,104.0,51.0,39.0,194.0,20.0,11.0,1.0,15.0,1.0,58.0,50.0,84.0,135.0,10.0,18.0,89.0,19.0,22.0,20.0,81.0,42.0,32.0,3.36,5.11,15.01,3.0,5.0,12.0,194.0,155.0,155.0,9.0,2.09,2.78,2.78,22.78,22.78,21.88
DET,2023,DET,DET,Team Level,all,61,0.47,0.47,0.47,222047.0,1842.25,178.79,122.8,438.52,61.53,994.41,724.96,170.5,179.26,170.95,1764.0,757.0,956.0,3477.0,214.0,164.0,31.0,334.0,6.0,846.0,957.0,1550.0,2307.0,238.0,503.0,1727.0,1129.0,330.0,456.0,1890.0,437.0,194.0,53.81,53.15,71.83,79.0,73.0,62.0,3477.75,2521.0,2520.09,236.0,27.66,36.21,36.43,170.02,170.58,165.84,2069.92,198.16,139.36,509.23,70.36,1115.76,822.12,189.08,198.94,189.85,1957.0,898.0,1070.0,3925.0,195.0,217.0,23.0,397.0,9.0,1031.0,1006.0,1762.0,2660.0,271.0,567.0,1752.0,1154.0,336.0,434.0,2140.0,501.0,214.0,59.92,63.31,74.93,67.0,75.0,53.0,3934.85,2855.0,2867.62,213.0,31.25,42.95,42.95,186.46,187.3,182.37
DET,2023,DET,DET,Team Level,5on5,61,0.45,0.46,0.46,176342.0,1356.46,105.06,84.87,341.67,45.85,731.74,553.81,101.02,105.53,101.47,1286.0,577.0,741.0,2604.0,140.0,122.0,20.0,261.0,6.0,602.0,732.0,1146.0,1723.0,203.0,432.0,1298.0,1018.0,281.0,380.0,1477.0,289.0,97.0,41.76,35.6,27.7,71.0,50.0,19.0,2604.75,1863.0,1862.09,210.0,17.53,23.73,24.33,98.26,98.82,97.36,1583.84,126.34,100.99,409.9,53.8,865.35,637.62,121.57,127.1,122.34,1495.0,699.0,869.0,3063.0,134.0,153.0,15.0,321.0,7.0,786.0,793.0,1361.0,2060.0,228.0,485.0,1335.0,1061.0,267.0,373.0,1707.0,370.0,117.0,47.36,47.04,31.93,54.0,62.0,18.0,3072.85,2194.0,2206.62,194.0,20.97,28.15,28.43,118.88,119.71,117.48
DET,2023,DET,DET,Team Level,4on5,61,0.12,0.11,0.13,17227.0,48.66,5.57,2.71,7.39,1.61,15.64,31.08,5.28,5.57,5.28,54.0,10.0,4.0,68.0,5.0,3.0,1.0,4.0,0.0,14.0,38.0,49.0,59.0,11.0,22.0,127.0,66.0,24.0,18.0,43.0,9.0,12.0,0.87,1.22,3.48,1.0,3.0,1.0,68.0,64.0,64.0,18.0,0.62,1.01,1.01,5.18,5.18,5.08,304.55,42.35,28.18,67.45,10.73,176.43,90.88,39.28,42.35,39.28,284.0,132.0,152.0,568.0,34.0,49.0,7.0,55.0,1.0,176.0,101.0,250.0,382.0,20.0,38.0,174.0,22.0,9.0,28.0,285.0,73.0,58.0,7.42,9.2,25.73,7.0,5.0,22.0,568.0,416.0,416.0,0.0,7.49,11.07,10.79,39.04,39.04,37.25
DET,2023,DET,DET,Team Level,5on4,61,0.87,0.85,0.83,19956.0,320.67,41.72,27.28,68.73,10.15,190.02,100.09,39.16,41.72,39.16,312.0,126.0,151.0,589.0,42.0,27.0,6.0,52.0,0.0,186.0,131.0,270.0,396.0,16.0,35.0,194.0,21.0,8.0,44.0,296.0,96.0,46.0,8.3,11.0,22.41,4.0,13.0,25.0,589.0,438.0,438.0,2.0,7.15,7.22,6.84,42.03,42.03,39.74,68.11,6.01,3.03,9.87,1.99,20.32,48.79,5.94,6.01,5.94,74.0,16.0,10.0,100.0,7.0,4.0,0.0,6.0,0.0,11.0,62.0,67.0,83.0,13.0,26.0,154.0,52.0,38.0,13.0,67.0,16.0,7.0,1.78,1.97,2.26,3.0,3.0,1.0,100.0,90.0,90.0,10.0,0.71,0.95,0.95,5.77,5.77,5.75
CHI,2023,CHI,CHI,Team Level,other,61,0.32,0.48,0.46,7281.0,80.07,12.69,6.26,16.2,2.84,47.98,26.03,12.03,12.69,12.03,84.0,28.0,50.0,162.0,13.0,7.0,0.0,12.0,0.0,51.0,29.0,71.0,99.0,1.0,2.0,75.0,23.0,19.0,20.0,73.0,24.0,15.0,2.73,2.83,7.13,5.0,3.0,5.0,162.0,112.0,112.0,8.0,1.8,2.14,2.14,12.35,12.35,11.79,96.24,26.77,6.35,16.73,3.04,47.03,32.08,24.87,26.77,24.87,90.0,42.0,44.0,176.0,21.0,9.0,1.0,19.0,0.0,42.0,41.0,69.0,111.0,2.0,4.0,89.0,16.0,18.0,19.0,60.0,32.0,40.0,2.57,4.15,20.04,1.0,4.0,16.0,176.0,132.0,132.0,9.0,1.81,2.98,2.98,25.6,25.6,24.2
